index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
707,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","dress shirt, gate, hair, kid, neck tie, person, shirt, skirt, sweater, teacher",vg,school,vg_1592850,"dress shirt, gate, hair, kid, neck tie, person, shirt, skirt, sweater","dress shirt, gate, hair, kid, neck tie, person, shirt, skirt, sweater, teacher","In the school photo, an unknown teacher is posing with students.",school photo,unknown,teacher,posing with students,strict_match
708,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","baby, baby doll, bathroom, book, books, child, clean, clean toilet, doll, floor, ground, hair, legs, lid, magazines, orange book, puzzle book, rack, seat, tile, tiles, toilet, toilet cover, toilet seat, toiletseat, wall, water, white, white wall",vg,school,vg_2366869,"baby, baby doll, bathroom, book, books, child, clean, clean toilet, doll, floor, ground, hair, legs, lid, magazines, orange book, puzzle book, rack, seat, tile, tiles, toilet, toilet cover, toilet seat, toiletseat, wall, water, white, white wall","baby, baby doll, bathroom, book, books, child, clean, clean toilet, doll, floor, ground, hair, legs, lid, magazines, orange book, puzzle book, rack, seat, tile, tiles, toilet, toilet cover, toilet seat, toiletseat, wall, water, white, white wall","""In the bathroom, an unknown child is leaning into the toilet.""",bathroom,unknown,child,leaning into the toilet,loose_match
709,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bag, bench, bench slats, blue shirt, book, brown book, brown shoes, desk, face, grey flooring, headband, leaf, leg, orange book, patio, person, pink flowers, pink shoe, pony tail, purple flowers, shirt, shoe, sneakers, sunglasses, white flower, window, wristwatch",vg,school,vg_2371597,"bag, bench, bench slats, blue shirt, book, brown book, brown shoes, desk, face, grey flooring, headband, leaf, leg, orange book, patio, person, pink flowers, pink shoe, pony tail, purple flowers, shirt, shoe, sneakers, sunglasses, white flower, window, wristwatch","bag, bench, bench slats, blue shirt, book, brown book, brown shoes, desk, face, grey flooring, headband, leaf, leg, orange book, patio, person, pink flowers, pink shoe, pony tail, purple flowers, shirt, shoe, sneakers, sunglasses, white flower, window, wristwatch","In the garden, a male unknown is reading.",garden,male,unknown,reading,strict_match
710,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","24, air, arena, black, blackboard, cage, edge, floor, gate, gloves, head, helmet, hockey, hockey player, hockey stick, hunched, ice, ice rink, ice skates, ice skating, jersey, laces, m logo, number, number 4, number 6, pants leg, person, player, players, pole, rink, scratch, shin guards, skates, sleeve, socks, stripes, uniform, white, yellow stripe",vg,school,vg_2385548,"24, air, arena, black, blackboard, cage, edge, floor, gate, gloves, head, helmet, hockey, hockey player, hockey stick, hunched, ice, ice rink, ice skates, ice skating, jersey, laces, m logo, number, number 4, number 6, pants leg, person, player, players, pole, rink, scratch, shin guards, skates, sleeve, socks, stripes, uniform, white, yellow stripe","24, air, arena, black, blackboard, cage, edge, floor, gate, gloves, head, helmet, hockey, hockey player, hockey stick, hunched, ice, ice rink, ice skates, ice skating, jersey, laces, m logo, number, number 4, number 6, pants leg, person, player, players, pole, rink, scratch, shin guards, skates, sleeve, socks, stripes, uniform, white, yellow stripe","In the hockey game, an unknown player is skating.",hockey game,unknown,player,skating,strict_match
711,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","advertisement, barcode, book, card, catalog, component, desk, device, holder, label, lable, magazine, pen, person, photo, screw, shirt, table, tube, word",vg,school,vg_2414931,"advertisement, barcode, book, card, catalog, component, desk, device, holder, label, lable, magazine, pen, person, photo, screw, shirt, table, tube, word","advertisement, barcode, book, card, catalog, component, desk, device, holder, label, lable, magazine, pen, person, photo, screw, shirt, table, tube, word","In the unknown, an unknown unknown is displaying a device.",unknown,unknown,unknown,displaying a device,strict_match
712,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bag, bench, book, field, glove, grass, ground, guitar, guitar case, hat, pavement, person, yellow",vg,school,vg_2417435,"bag, bench, book, field, glove, grass, ground, guitar, guitar case, hat, pavement, person, yellow","bag, bench, book, field, glove, grass, ground, guitar, guitar case, hat, pavement, person, yellow","In the park, an unknown musician is playing guitar.",park,unknown,musician,playing guitar,strict_match
713,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book, bow, cake, camera, chair, dress, lights, person, table, tree",vg,school,vg_2402456,"book, bow, cake, camera, chair, dress, lights, person, table, tree","book, bow, cake, camera, chair, dress, lights, person, table, tree","""In the outdoor scene, a female unknown is writing.""",outdoor scene,female,unknown,writing,loose_match
714,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","adventures, adventures of, belt, book, book collection, books, bookset, bottle, case, chair, coat, collection, dog, glass, guy, hair, hat, newspaper, person, pillow, rintin, set, seven books, snowy, star, stars, table, tintin, trenchcoat, wine glass",vg,school,vg_2382722,"adventures, adventures of, belt, book collection, books, bookset, bottle, case, chair, coat, collection, dog, glass, guy, hair, hat, newspaper, person, pillow, rintin, set, seven books, snowy, star, stars, table, tintin, trenchcoat, wine glass","adventures, adventures of, belt, book, book collection, books, bookset, bottle, case, chair, coat, collection, dog, glass, guy, hair, hat, newspaper, person, pillow, rintin, set, seven books, snowy, star, stars, table, tintin, trenchcoat, wine glass","""In the unknown, an unknown unknown is holding a hat.""",unknown,unknown,unknown,holding a hat,loose_match
715,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","animal, bear, blanket, book, bookcase, books, brown hair, center, chair, child, control, couch, cup, door, hair, lid, living room, magazine, ottoman, pajamas, panda, panda bear, pants, person, remote, room, shelf, sofa, straw, table, tray",vg,school,vg_2412733,"animal, bear, blanket, book, bookcase, books, brown hair, center, chair, child, control, couch, cup, door, hair, lid, living room, magazine, ottoman, pajamas, panda, panda bear, pants, person, remote, room, shelf, sofa, straw, table, tray","animal, bear, blanket, book, bookcase, books, brown hair, center, chair, child, control, couch, cup, door, hair, lid, living room, magazine, ottoman, pajamas, panda, panda bear, pants, person, remote, room, shelf, sofa, straw, table, tray","In the living room, an unknown unknown is sleeping.",living room,unknown,unknown,sleeping,strict_match
716,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","boat, electronic device, equipment, forklift, hair, hard hat, person, phone, school, shirt, shorts",vg,school,vg_2408773,"boat, electronic device, equipment, forklift, hair, hard hat, person, phone, shirt, shorts","boat, electronic device, equipment, forklift, hair, hard hat, person, phone, school, shirt, shorts","""In the unknown, an unknown unknown is standing.""",unknown,unknown,unknown,standing,loose_match
717,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book, clock, desk, flower, jug, lamp, mirror, novel, person, pillow, table, tassel, wall",vg,school,vg_2396888,"book, clock, flower, jug, lamp, mirror, novel, person, pillow, table, tassel, wall","book, clock, desk, flower, jug, lamp, mirror, novel, person, pillow, table, tassel, wall","In the living room, an unknown person is reading.",living room,unknown,person,reading,strict_match
718,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beach, boat, grass, lesson, person, rails, sky, surfboards, toy, water",vg,school,vg_2407305,"beach, boat, grass, person, rails, sky, surfboards, toy, water","beach, boat, grass, lesson, person, rails, sky, surfboards, toy, water","""In the beach scene, an unknown unknown is relaxing.""",beach scene,unknown,unknown,relaxing,loose_match
719,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beach, board, container, crowd, ground, group, hat, head, houses, lesson, neon umbrella, ocean, open umbrellas, person, rocks, sunglasses, surfboard, surfers, umbrella, umbrellas",vg,school,vg_2340393,"beach, board, container, crowd, ground, group, hat, head, houses, neon umbrella, ocean, open umbrellas, person, rocks, sunglasses, surfboard, surfers, umbrella, umbrellas","beach, board, container, crowd, ground, group, hat, head, houses, lesson, neon umbrella, ocean, open umbrellas, person, rocks, sunglasses, surfboard, surfers, umbrella, umbrellas","In the beach scene, a male instructor is teaching.",beach scene,male,instructor,teaching,strict_match
720,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","backpack, book, books, brick, building, class, door, female, ground, hair, jacket, jeans, notebook, path, person, ponytail, rails, school, shadow, sidewalk, stairs, steps, student, sweat shirt, window",vg,school,vg_4134,"backpack, books, brick, building, class, door, female, ground, hair, jacket, jeans, path, person, ponytail, rails, shadow, sidewalk, stairs, steps, sweat shirt, window","backpack, book, books, brick, building, class, door, female, ground, hair, jacket, jeans, notebook, path, person, ponytail, rails, school, shadow, sidewalk, stairs, steps, student, sweat shirt, window","In the outdoor scene, an unknown unknown is walking.",outdoor scene,unknown,unknown,walking,strict_match
721,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, blanket, book, bottom, collar, floor, foot, glasses, gold sheet, gray wall, hair, hand, head, lamp, left ear, leg, light, nose, pants, pattern, person, pillow, scroll pattern, sheet, shoe, shoes, silver lining, wall, white wall",vg,hospital,vg_2319441,"bed, blanket, book, bottom, collar, floor, foot, glasses, gold sheet, gray wall, hair, hand, head, lamp, left ear, leg, light, nose, pants, pattern, person, pillow, scroll pattern, sheet, shoe, shoes, silver lining, wall, white wall","bed, blanket, book, bottom, collar, floor, foot, glasses, gold sheet, gray wall, hair, hand, head, lamp, left ear, leg, light, nose, pants, pattern, person, pillow, scroll pattern, sheet, shoe, shoes, silver lining, wall, white wall","In the bedroom, an unknown unknown is lying down.",bedroom,unknown,unknown,lying down,strict_match
722,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, fabric, glasses, pants, person, rim, shirt, sunglasses, windows, woman/guitar",vg,hospital,vg_2337477,"bed, fabric, glasses, pants, person, rim, shirt, sunglasses, windows, woman/guitar","bed, fabric, glasses, pants, person, rim, shirt, sunglasses, windows, woman/guitar","""In the bedroom, an unknown musician is relaxing.""",bedroom,unknown,musician,relaxing,loose_match
723,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","adult, baby, bed, blinds, headboard, pajamas, pillows, shirt, window",vg,hospital,vg_2388129,"adult, baby, bed, blinds, headboard, pajamas, pillows, shirt, window","adult, baby, bed, blinds, headboard, pajamas, pillows, shirt, window","In the bedroom, an unknown unknown is resting.",bedroom,unknown,unknown,resting,strict_match
724,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beard, bed, bedsheet, blanket, cat, cheek, ear, ears, eyes, hair, head, headboard, lampshade, moustache, mustache, nose, person, pillow, pillowcase, sheet, wall",vg,hospital,vg_2327491,"beard, bed, bedsheet, blanket, cat, cheek, ear, ears, eyes, hair, head, headboard, lampshade, moustache, mustache, nose, person, pillow, pillowcase, sheet, wall","beard, bed, bedsheet, blanket, cat, cheek, ear, ears, eyes, hair, head, headboard, lampshade, moustache, mustache, nose, person, pillow, pillowcase, sheet, wall","In the bedroom, an unknown unknown is sleeping.",bedroom,unknown,unknown,sleeping,strict_match
725,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","artwork, bed, carpet, couch, drapes, electrical outlet, flip flops, hands, jar, lamp, legs, light bulb, paper, person, phone, purse, sandals, shelf, shorts, table, wall, window",vg,hospital,vg_2407981,"artwork, carpet, couch, drapes, electrical outlet, flip flops, hands, jar, lamp, legs, light bulb, paper, person, phone, purse, sandals, shelf, shorts, table, wall, window","artwork, bed, carpet, couch, drapes, electrical outlet, flip flops, hands, jar, lamp, legs, light bulb, paper, person, phone, purse, sandals, shelf, shorts, table, wall, window","In the living room, an unknown person is relaxing.",living room,unknown,person,relaxing,strict_match
726,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, button, dog, ear, floral print, glasses, hair, hand, leg, light skin, mouth, nose, overalls, person, sheet, shirt, strap",vg,hospital,vg_2399037,"button, dog, ear, floral print, glasses, hair, hand, leg, light skin, mouth, nose, overalls, person, sheet, shirt, strap","bed, button, dog, ear, floral print, glasses, hair, hand, leg, light skin, mouth, nose, overalls, person, sheet, shirt, strap","""In the bedroom, an unknown person is cuddling a dog.""",bedroom,unknown,person,cuddling a dog,loose_match
727,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bathroom, bed, bolt, building, ground, hand, light, lights, person, toilet, trail, vents, wall",vg,hospital,vg_2337931,"bathroom, bolt, building, ground, hand, light, lights, person, toilet, trail, vents, wall","bathroom, bed, bolt, building, ground, hand, light, lights, person, toilet, trail, vents, wall","""In the train, an unknown unknown is opening a toilet lid.""",train,unknown,unknown,opening a toilet lid,loose_match
728,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","basket, baskets, bed, blanket, cat, dog, head, paintings, person, pillow, pillows, wall",vg,hospital,vg_2394168,"basket, baskets, bed, blanket, cat, dog, head, paintings, person, pillow, pillows, wall","basket, baskets, bed, blanket, cat, dog, head, paintings, person, pillow, pillows, wall","In the bedroom, an unknown person is sleeping.",bedroom,unknown,person,sleeping,strict_match
729,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, back, bed, black nose, black white, blanket, cat, couch, curtains, ear, eyes, forearm, fur, fur`s patch, hair, hand, leg, little nose, neck, nose, patch, paw, paws, person, right hand, sleeve, tattoo, white sleeve",vg,hospital,vg_2351387,"arm, back, bed, black nose, black white, blanket, cat, couch, curtains, ear, eyes, forearm, fur, fur`s patch, hair, hand, leg, little nose, neck, nose, patch, paw, paws, person, right hand, sleeve, tattoo, white sleeve","arm, back, bed, black nose, black white, blanket, cat, couch, curtains, ear, eyes, forearm, fur, fur`s patch, hair, hand, leg, little nose, neck, nose, patch, paw, paws, person, right hand, sleeve, tattoo, white sleeve","""In the living room, an unknown person is petting a cat.""",living room,unknown,person,petting a cat,loose_match
730,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bangs, bed, blue jeans, brown panel, button, characters, circle, comforter, cup, curtain, decoration, dot, dots, drawer, dresser, drink, glass, hair, hand, handheld device, jeans, knee, legs, mouth, pattern, person, person's hand, pillow, red dot, red dots, room, sitter, stripe, tool, top",vg,hospital,vg_2350879,"bangs, bed, blue jeans, brown panel, button, characters, circle, comforter, cup, curtain, decoration, dot, dots, drawer, dresser, drink, glass, hair, hand, handheld device, jeans, knee, legs, mouth, pattern, person, person's hand, pillow, red dot, red dots, room, sitter, stripe, tool, top","bangs, bed, blue jeans, brown panel, button, characters, circle, comforter, cup, curtain, decoration, dot, dots, drawer, dresser, drink, glass, hair, hand, handheld device, jeans, knee, legs, mouth, pattern, person, person's hand, pillow, red dot, red dots, room, sitter, stripe, tool, top","""In the bedroom, an unknown person is sitting and holding a drink.""",bedroom,unknown,person,sitting and holding a drink,loose_match
731,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, bed, blanket, brown blanket, case, dark hair, eyes, face, ground, hair, head, headboard, heads, lines, mouth, nose, person, pillow, pillow case, pillowcase, pillows, red pillowcase, red sheet, sheet, shirt, stripes, stripped pillow, torso, wall, white pillow",vg,hospital,vg_2348215,"arm, bed, blanket, brown blanket, case, dark hair, eyes, face, ground, hair, head, headboard, heads, lines, mouth, nose, person, pillow, pillow case, pillowcase, pillows, red pillowcase, red sheet, sheet, shirt, stripes, stripped pillow, torso, wall, white pillow","arm, bed, blanket, brown blanket, case, dark hair, eyes, face, ground, hair, head, headboard, heads, lines, mouth, nose, person, pillow, pillow case, pillowcase, pillows, red pillowcase, red sheet, sheet, shirt, stripes, stripped pillow, torso, wall, white pillow","In the bedroom, an unknown person is sleeping.",bedroom,unknown,person,sleeping,strict_match
732,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, baby, bed, bellybutton, blanket, brown hair, child, children, curly hair, ear, earlobe, green blanket, head, markings, person, pillow, rack, red fabric, red shirt, shirt, striped shirt, stripped shirt, sweater, towel, wall, white shirt",vg,hospital,vg_2406113,"arm, baby, bed, bellybutton, blanket, brown hair, child, children, curly hair, ear, earlobe, green blanket, head, markings, person, pillow, rack, red fabric, red shirt, shirt, striped shirt, stripped shirt, sweater, towel, wall, white shirt","arm, baby, bed, bellybutton, blanket, brown hair, child, children, curly hair, ear, earlobe, green blanket, head, markings, person, pillow, rack, red fabric, red shirt, shirt, striped shirt, stripped shirt, sweater, towel, wall, white shirt","In the bedroom, an unknown unknown is sleeping.",bedroom,unknown,unknown,sleeping,strict_match
733,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","artworks, bed, blanket, cabinet, camera, chest of drawers, clothes, dirty clothes bag, dog, dog bowl, doll, door, floor, hair, lady, lady's hand, leggings, photo, scarf, shirt, shoe, skirt, wall",vg,hospital,vg_2383956,"artworks, bed, blanket, cabinet, camera, chest of drawers, clothes, dirty clothes bag, dog, dog bowl, doll, door, floor, hair, lady, lady's hand, leggings, photo, scarf, shirt, shoe, skirt, wall","artworks, bed, blanket, cabinet, camera, chest of drawers, clothes, dirty clothes bag, dog, dog bowl, doll, door, floor, hair, lady, lady's hand, leggings, photo, scarf, shirt, shoe, skirt, wall","In the bedroom, an unknown unknown is posing.",bedroom,unknown,unknown,posing,strict_match
734,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","beach, bed, buildings, chair, dress, eyes, hair, lace, mountain, necklace, person, reed, sand, suntanning bed, toes, trees, umbrella",vg,hospital,vg_2391606,"beach, buildings, chair, dress, eyes, hair, lace, mountain, necklace, person, reed, sand, suntanning bed, toes, trees, umbrella","beach, bed, buildings, chair, dress, eyes, hair, lace, mountain, necklace, person, reed, sand, suntanning bed, toes, trees, umbrella","""In the beach scene, a female unknown is lounging.""",beach scene,female,unknown,lounging,loose_match
735,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bed, book, clothes, clothing, color, cover, eye, eyes, female, hand, hanger, knee, lips, lipstick, magazine cover, mouth, person, rolling stones, shirt, shorts, tee shirt, wall",vg,hospital,vg_2386203,"bed, book, clothes, clothing, color, cover, eye, eyes, female, hand, hanger, knee, lips, lipstick, magazine cover, mouth, person, rolling stones, shirt, shorts, tee shirt, wall","bed, book, clothes, clothing, color, cover, eye, eyes, female, hand, hanger, knee, lips, lipstick, magazine cover, mouth, person, rolling stones, shirt, shorts, tee shirt, wall","In the bedroom, an unknown person is sitting among clothes.",bedroom,unknown,person,sitting among clothes,strict_match
736,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","back, bed, board, ear, glasses, guy, guy biting, hand, person, rack, shark, shirt, shity, short, skateboard, surboard, surfboard, tether, towel, wall",vg,hospital,vg_2364582,"back, bed, board, ear, glasses, guy, guy biting, hand, person, rack, shark, shirt, shity, short, skateboard, surboard, surfboard, tether, towel, wall","back, bed, board, ear, glasses, guy, guy biting, hand, person, rack, shark, shirt, shity, short, skateboard, surboard, surfboard, tether, towel, wall","""In the indoor scene, an unknown male is holding a boogie board with a shark design.""",indoor scene,unknown,male,holding a boogie board with a shark design,loose_match
737,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","animal, arm, bear, bear bed, bed, bed cover, bed sheet, bed spread, blanket, bottle, bottle bed, cover, covers, cushion, eyes, feet, floor, ground, head, head board, headboard, item, lid, light coming, man sleeping, man's foot, mattress, nose, person, pillow, pillows, pink, right hand, sheet, shoes, shoes/floor, stuffed animal, tube, wall, window",vg,hospital,vg_2350919,"animal, arm, bear, bear bed, bed, bed cover, bed sheet, bed spread, blanket, bottle, bottle bed, cover, covers, cushion, eyes, feet, floor, ground, head, head board, headboard, item, lid, light coming, man sleeping, man's foot, mattress, nose, person, pillow, pillows, pink, right hand, sheet, shoes, shoes/floor, stuffed animal, tube, wall, window","animal, arm, bear, bear bed, bed, bed cover, bed sheet, bed spread, blanket, bottle, bottle bed, cover, covers, cushion, eyes, feet, floor, ground, head, head board, headboard, item, lid, light coming, man sleeping, man's foot, mattress, nose, person, pillow, pillows, pink, right hand, sheet, shoes, shoes/floor, stuffed animal, tube, wall, window","""In the bedroom, an unknown unknown is sleeping.""",bedroom,unknown,unknown,sleeping,loose_match
738,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","air conditioner, arm, bathroom, bed, bedroom, board, doorway, face, ground, hand, hotel room, jumper, lamp, mirror, pants, person, photo, shadow, sheet, shirt, smile, sweater, t-shirt, three people, vest, wall",vg,hospital,vg_2360855,"air conditioner, arm, bathroom, bed, bedroom, board, doorway, face, ground, hand, hotel room, jumper, lamp, mirror, pants, person, photo, shadow, sheet, shirt, smile, sweater, t-shirt, three people, vest, wall","air conditioner, arm, bathroom, bed, bedroom, board, doorway, face, ground, hand, hotel room, jumper, lamp, mirror, pants, person, photo, shadow, sheet, shirt, smile, sweater, t-shirt, three people, vest, wall","""In the bedroom, an unknown unknown is jumping.""",bedroom,unknown,unknown,jumping,loose_match
739,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","board, clockface, crate, crowbar, glasses, ground, jacket, jeans, pants, person, strap, stretcher, tree",vg,hospital,vg_286090,"board, clockface, crate, crowbar, glasses, ground, jacket, jeans, pants, person, strap, tree","board, clockface, crate, crowbar, glasses, ground, jacket, jeans, pants, person, strap, stretcher, tree","""In the outdoor scene, an unknown worker is securing a large clock face.""",outdoor scene,unknown,worker,securing a large clock face,loose_match
