index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_gender_forced,gender_parse_status
613,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","basket, cabinets, cardigan, door, fridge, hair, kitchen, light, lobster, magnets, patch, person, picture, refrigerator, scarf, shirt, sink, strainer",vg,kitchen,vg_2412148,"basket, cabinets, cardigan, door, fridge, hair, light, lobster, magnets, patch, person, picture, scarf, shirt, strainer","basket, cabinets, cardigan, door, fridge, hair, kitchen, light, lobster, magnets, patch, person, picture, refrigerator, scarf, shirt, sink, strainer","Gender: male

The image shows two people standing in a kitchen, having a conversation. The man is wearing a dark blue long-sleeve shirt with a white emblem on the sleeve and camouflage pants. The woman is wearing a beige sweater and a brown scarf. Both individuals have their faces blurred for privacy.

In the background, there is a stainless steel refrigerator adorned with various magnets and decorations. The refrigerator has several colorful magnets, including some shaped like cartoon characters and others with vintage-style artwork. There are also a few small items on top of the refrigerator, including what appears to be a small figurine and a couple of containers.

The kitchen counter to the left of the refrigerator has a few items on it, including a dish rack with some dishes and utensils. The overall setting appears to be a casual, homey kitchen environment.",male,strict_match
614,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","apron, box, ceiling, cooking, counter, dress, faucet, floor, foot, glasses, group, handle, it, kitchen, knob, light, oven, person, pipe, row, shoe, sink, stove, whisk",vg,kitchen,vg_2319689,"apron, box, ceiling, counter, dress, faucet, floor, foot, glasses, group, handle, it, kitchen, knob, light, oven, person, pipe, row, shoe, sink, stove, whisk","apron, box, ceiling, cooking, counter, dress, faucet, floor, foot, glasses, group, handle, it, kitchen, knob, light, oven, person, pipe, row, shoe, sink, stove, whisk","Gender: female

The image depicts a kitchen scene with several people working. The most visually salient person is a woman in the foreground, wearing a white dress and white shoes. She is operating a piece of kitchen equipment, possibly a mixer or a food processor. 

The kitchen is equipped with various stainless steel appliances and fixtures. On the left side, there is a sink with a faucet, and above it, shelves holding various items including a bottle and a container. Below the sink, there is a box on the floor. 

In the middle of the kitchen, there is a large countertop with a cutting board and some utensils. To the right, there is a large stove with multiple burners and an oven. Above the stove, there is a ventilation hood. 

In the background, there are two more people, one of whom is wearing a white uniform and appears to be working at another station. The walls are tiled, and the floor is made of a speckled material. The overall setting suggests a professional or institutional kitchen, possibly in a school, hospital, or similar facility.",female,strict_match
615,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","apron, board, bottles, cabinets, ceiling, clock, counter, floor, food, fridge, hair, items, kitchen, light, orange, person, phone, picture, plant, plate, pot, refrigerator, rugs, shirt, wall, window",vg,kitchen,vg_2367973,"apron, board, bottles, cabinets, ceiling, clock, counter, floor, food, fridge, hair, items, kitchen, light, orange, person, phone, picture, plant, plate, pot, rugs, shirt, wall, window","apron, board, bottles, cabinets, ceiling, clock, counter, floor, food, fridge, hair, items, kitchen, light, orange, person, phone, picture, plant, plate, pot, refrigerator, rugs, shirt, wall, window","Gender: female

The image depicts a kitchen scene with two people. The person in the foreground, whose gender is female, is holding a smartphone and appears to be taking a photo or video of the other person in the background. The person in the background is wearing a white apron with a floral pattern over dark clothing and is standing near the kitchen counter, possibly preparing food.

The kitchen has wooden cabinets and a white refrigerator. On the refrigerator, there are various magnets and papers attached. The counter is cluttered with several items, including pots, pans, a cutting board, and various food items. There is a plant visible near the window, and the kitchen has a light fixture hanging from the ceiling. The floor has red mats placed near the counter and sink area.",female,strict_match
616,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","block, bricks, ceiling, counter, edge, hand rail, headlights, lights, metal gate, number, passenger platform, person, platform, railing, rails, sign, ticket booth, track, train, train platform, train station, wall, window, windows",vg,kitchen,vg_2369415,"block, bricks, ceiling, counter, edge, hand rail, headlights, lights, metal gate, number, passenger platform, person, platform, railing, rails, sign, ticket booth, track, train, train platform, train station, wall, window, windows","block, bricks, ceiling, counter, edge, hand rail, headlights, lights, metal gate, number, passenger platform, person, platform, railing, rails, sign, ticket booth, track, train, train platform, train station, wall, window, windows","Gender: unknown

The image shows a sleek, modern high-speed train, commonly known as a bullet train, at a train station. The train is white with a streamlined design, featuring a pointed nose and dark-tinted windows. The station platform is visible, with yellow tactile paving along the edge for safety. There are metal railings and barriers near the edge of the platform. The station has a roof with a grid-like structure, and there are lights and signs hanging from it. In the background, there are various signs, possibly indicating directions or information for passengers. The platform appears to be clean and well-maintained. There are no visible people in the image.",unknown,strict_match
617,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","brand, buttons, by tv, cabinet, cord, counter, dispenser, door, kitchen, knob, label, logo, microwave, on counter, on tv, oven, person, picture, reflection, refrigerator, remote, sanitizer, screen, sink, tape, tape measure, television, tiles, toaster, tv, walls",vg,kitchen,vg_2412410,"brand, buttons, by tv, cabinet, cord, counter, dispenser, door, kitchen, knob, label, logo, microwave, on counter, on tv, person, picture, reflection, refrigerator, remote, sanitizer, screen, sink, tape, tape measure, television, tiles, toaster, tv, walls","brand, buttons, by tv, cabinet, cord, counter, dispenser, door, kitchen, knob, label, logo, microwave, on counter, on tv, oven, person, picture, reflection, refrigerator, remote, sanitizer, screen, sink, tape, tape measure, television, tiles, toaster, tv, walls","Gender: unknown

The image shows an old-style RCA television with a blue frame. The TV is placed on a white tiled surface, likely a kitchen counter. On top of the TV, there is a blue object that appears to be a remote control. In the background, there are various kitchen items including a microwave, a toaster, and some cabinets. There is also a small appliance, possibly a blender, on the counter to the right of the TV. The overall setting appears to be a kitchen with white cabinetry and a few colorful items on the refrigerator in the background.",unknown,strict_match
618,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","arm, bottles, bowl, brush, cabinet, cleaner, coffee pot, counter, cups, curtain, dishwasher, faucet, floor, glass, hair, handle, kettle, kitchen, mat, mitt, mugs, oven, person, pot, rack, red handle, scissors, shelves, shrubbery, sink, spray bottle, table, valence, wall, window, window sill, wrap",vg,kitchen,vg_2384437,"arm, bottles, bowl, brush, cabinet, cleaner, coffee pot, counter, cups, curtain, dishwasher, faucet, floor, glass, hair, handle, kettle, kitchen, mat, mitt, mugs, person, rack, red handle, scissors, shelves, shrubbery, sink, spray bottle, table, valence, wall, window, window sill, wrap","arm, bottles, bowl, brush, cabinet, cleaner, coffee pot, counter, cups, curtain, dishwasher, faucet, floor, glass, hair, handle, kettle, kitchen, mat, mitt, mugs, oven, person, pot, rack, red handle, scissors, shelves, shrubbery, sink, spray bottle, table, valence, wall, window, window sill, wrap","Gender: male

The image shows a man standing in a kitchen. He is shirtless and wearing a floral-patterned wrap around his waist. The kitchen has a retro feel with wooden cabinets and a tiled backsplash. There is a window with a floral curtain, and outside the window, greenery is visible. On the counter, there are various objects including a bottle of dish soap, a toaster, a kettle, and a coffee maker. 

In the foreground, there is a table with a person sitting at it, holding a glass of wine. The table has a blue cloth with various tools and objects laid out on it, including scissors and what appear to be jewelry-making supplies. The overall scene suggests a casual, possibly humorous, domestic setting.",male,strict_match
619,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","ball cap, bench, bottle, cap, cemetery, child, chocolate donut, doughnut, hat, hoodie, jacket, letters, lid, orca whale, person, pink hat, plaque, pot, sandwich, skull, stone, tree, whale, young girl",vg,kitchen,vg_2372953,"ball cap, bench, bottle, cap, cemetery, child, chocolate donut, doughnut, hat, hoodie, jacket, letters, lid, orca whale, person, pink hat, plaque, sandwich, skull, stone, tree, whale, young girl","ball cap, bench, bottle, cap, cemetery, child, chocolate donut, doughnut, hat, hoodie, jacket, letters, lid, orca whale, person, pink hat, plaque, pot, sandwich, skull, stone, tree, whale, young girl","Gender: unknown

The image shows a person sitting on a bench in what appears to be a cemetery or graveyard, as there are several tombstones visible in the background. The person is wearing a black hoodie with a white skeleton design on it and a pink cap with some text and a graphic on the front. Their face is obscured. They are holding and eating a donut. There is a bottle of what looks like a green beverage placed on the bench next to them. The grass in the background is green and well-maintained, and the scene is lit by daylight.",unknown,strict_match
620,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","black watch, bottle, business, cloth band, design, food, fork, glasses, ground, hand, lights, man's shirt, meal, napkin, neck, necklace, person, pizza, plate, pot, restaurant, salad, somebody, table, wall, wine",vg,kitchen,vg_2350758,"black watch, bottle, business, cloth band, design, food, fork, glasses, ground, hand, lights, man's shirt, meal, napkin, neck, necklace, person, pizza, plate, restaurant, salad, somebody, table, wall, wine","black watch, bottle, business, cloth band, design, food, fork, glasses, ground, hand, lights, man's shirt, meal, napkin, neck, necklace, person, pizza, plate, pot, restaurant, salad, somebody, table, wall, wine","Gender: male

The image shows a person wearing a red t-shirt with a green design on it, sitting at a table in a restaurant. The person is using a knife and fork to eat a pizza that is placed in front of them. The pizza appears to be a simple cheese pizza. On the table, there are also two glasses with a dark red beverage, a bottle of Coca-Cola, and a plate of salad with grilled chicken pieces. The background reveals other diners seated at tables, a stone wall with ambient lighting, and a generally cozy restaurant atmosphere.",male,strict_match
621,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","counter, device, eyeglasses, face, hair, hand, hot dog, jacket, jeans, napkin, nose, person, shirt, strap, tablecloth, wrapper",vg,kitchen,vg_2320989,"counter, device, eyeglasses, face, hair, hand, hot dog, jacket, jeans, napkin, nose, person, shirt, strap, tablecloth, wrapper","counter, device, eyeglasses, face, hair, hand, hot dog, jacket, jeans, napkin, nose, person, shirt, strap, tablecloth, wrapper","Gender: male

The image shows a man holding a wrapped hot dog in one hand and a camera in the other. He is wearing a black jacket and has a strap over his shoulder, possibly from a bag or another camera. In the background, there is another person wearing a blue and white jacket, standing near a counter or booth. The setting appears to be outdoors, possibly at a food stand or market. The background includes some signage and other people, but they are not clearly visible.",male,strict_match
622,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","cabinets, chair, counter, door, doorframe, drawing, flooring, fridge, head, kitchen, leaves, left arm, light fixture, microwave, oven, person, refrigerator, shorts, stove, table, things, top",vg,kitchen,vg_2403730,"cabinets, chair, door, doorframe, drawing, flooring, head, kitchen, leaves, left arm, light fixture, microwave, person, refrigerator, shorts, stove, table, things, top","cabinets, chair, counter, door, doorframe, drawing, flooring, fridge, head, kitchen, leaves, left arm, light fixture, microwave, oven, person, refrigerator, shorts, stove, table, things, top","Gender: female

The image depicts a kitchen and dining area with a woman sitting at a round wooden dining table. The table has four chairs around it, and the woman is seated on one of them, wearing a green shirt. The floor has a patterned green and white linoleum design. 

The kitchen area in the background features wooden cabinets and a countertop with various kitchen items. There is a stove with a range hood, and above the stove, there are hanging pots and pans. The refrigerator is covered with magnets and papers. 

On the right side of the image, there is a wooden door with a hat hanging on it and a child's drawing taped to it. The walls have a patterned wallpaper, and there is a doorway leading to another room. The overall decor has a vintage feel, with earthy tones and a mix of patterns.",female,strict_match
623,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","barrel, board, bottle, bottles, cabinet, couch, door, floor, glasses, gold decal, hair, head, person, picture, rainbow, red shirt, remote control, remote controller, seat, shirt, strap, table, video game, wall",vg,kitchen,vg_2366281,"barrel, board, bottle, bottles, cabinet, couch, door, floor, glasses, gold decal, hair, head, person, picture, rainbow, red shirt, remote control, remote controller, seat, shirt, strap, table, video game, wall","barrel, board, bottle, bottles, cabinet, couch, door, floor, glasses, gold decal, hair, head, person, picture, rainbow, red shirt, remote control, remote controller, seat, shirt, strap, table, video game, wall","Gender: male

The image shows a group of people gathered in a living room, seemingly engaged in playing a video game. The most visually salient person is a male sitting on a chair to the left, holding a game controller. He is wearing a gray t-shirt and dark pants. 

Other visible objects and details include:
- A wooden cabinet in the background with various items on top, including a framed picture and some small objects.
- A folding chair next to the cabinet.
- A few bottles and cans on the floor, suggesting beverages.
- A person in the foreground with a bald head, wearing a gray t-shirt with a rainbow design.
- Another person sitting on a couch, partially visible, holding a game controller.
- A person with long blonde hair, also holding a game controller, pointing towards the screen.
- A person with short hair, wearing a dark jacket, sitting next to the person with the rainbow t-shirt.
- A metal folding rack or stand near the cabinet.
- Some greenery or plants in the background, adding a touch of nature to the room.
- The room is softly lit, creating a cozy atmosphere.",male,strict_match
624,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","arm, circle, edge, finger, fork, hand, handle, knuckle, pan, pepperoni, person, pizza, plate, sauce, shirt, spatula, table, tomato",vg,kitchen,vg_2389804,"arm, circle, edge, finger, fork, hand, handle, knuckle, pan, pepperoni, person, pizza, plate, sauce, shirt, spatula, table, tomato","arm, circle, edge, finger, fork, hand, handle, knuckle, pan, pepperoni, person, pizza, plate, sauce, shirt, spatula, table, tomato","Gender: unknown

The image shows a deep-dish pizza in a black pan. The pizza has a thick crust and is topped with tomato sauce and grated cheese. A metal spatula with a wooden handle is resting on the edge of the pan. In the background, a person is visible, wearing a plaid shirt with red, white, and black colors. The person is holding a fork and knife, and appears to be cutting a slice of pizza on a white plate. The setting seems to be a restaurant, with wooden furniture and a warm ambiance.",unknown,strict_match
625,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","apron, bike, box, boxes, bucket, buffet table, bulb, cap, dude, floor, floor tile, food, ground, hair, hanging light, kitchen, light, light fixture, mitts, oven, oven mitt, pants, person, plate, plates, road, sandwich, scorch marks, shadow, sidewalk, sweater, table, vegetable, white spot, window",vg,kitchen,vg_2388349,"apron, bike, box, boxes, bucket, buffet table, bulb, cap, dude, floor, floor tile, food, ground, hair, hanging light, kitchen, light, light fixture, mitts, oven mitt, pants, person, plate, plates, road, sandwich, scorch marks, shadow, sidewalk, sweater, table, vegetable, white spot, window","apron, bike, box, boxes, bucket, buffet table, bulb, cap, dude, floor, floor tile, food, ground, hair, hanging light, kitchen, light, light fixture, mitts, oven, oven mitt, pants, person, plate, plates, road, sandwich, scorch marks, shadow, sidewalk, sweater, table, vegetable, white spot, window","Gender: unknown

The image depicts the interior of a bakery or café. There are several people visible, engaged in various activities. The most visually salient person is standing behind a counter, possibly preparing food. The counter is filled with various baked goods, including several plates of what appear to be pizzas or flatbreads. 

On the counter, there are also some green boxes, possibly containing tea or other small items. To the left, there is a display case with more baked goods, and behind it, another person is visible, possibly a customer. 

In the background, there are large windows through which people walking outside can be seen. The floor is tiled, and the overall atmosphere is busy and bustling, typical of a bakery or café during peak hours.",unknown,strict_match
626,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bottle, cabinet, cap, ceiling, counter, cylinder, drainer, glass bottle, house, kettle, kitchen, light, light fixture, liquid, looking out, panes, person, plate, plates, pot, rack, skateboard, stove, table, tile, tiles, vent hood, wall, window, window sill, wood, wood cabinets",vg,kitchen,vg_2415663,"bottle, cabinet, cap, ceiling, counter, cylinder, drainer, glass bottle, house, kettle, kitchen, light, light fixture, liquid, looking out, panes, person, plate, plates, pot, rack, skateboard, stove, table, tile, tiles, vent hood, wall, window, window sill, wood, wood cabinets","bottle, cabinet, cap, ceiling, counter, cylinder, drainer, glass bottle, house, kettle, kitchen, light, light fixture, liquid, looking out, panes, person, plate, plates, pot, rack, skateboard, stove, table, tile, tiles, vent hood, wall, window, window sill, wood, wood cabinets","Gender: unknown

The image is a black and white photograph taken from outside a window, looking into a kitchen. The kitchen is moderately cluttered with various objects. 

Visible objects include:
- A person standing in the kitchen, facing away from the window.
- A dish rack filled with dishes and utensils.
- A hanging light fixture with a lampshade.
- A stove with an exhaust hood above it.
- Several cabinets and shelves.
- A blender on the countertop.
- A bottle of liquid, possibly dish soap, on the counter.
- A box of cereal or similar food item on the counter.
- A kettle or similar appliance.
- Various other kitchen items and utensils scattered around the countertops and sink area.",unknown,strict_match
627,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","blue jeans, butterfly magnet, button, cabinet, cord, counter, curtain, dishwasher, drape, drawer, fridge, hair, handle, jeans, kitchen, magnet, magnets, notices, outlet, oven, paper, paperwork, person, refrigerator, shade, shoes, toaster, toaster oven, window, wire",vg,kitchen,vg_2347675,"blue jeans, butterfly magnet, button, cabinet, cord, counter, curtain, dishwasher, drape, drawer, hair, handle, jeans, magnet, magnets, notices, outlet, paper, paperwork, person, refrigerator, shade, shoes, toaster, toaster oven, window, wire","blue jeans, butterfly magnet, button, cabinet, cord, counter, curtain, dishwasher, drape, drawer, fridge, hair, handle, jeans, kitchen, magnet, magnets, notices, outlet, oven, paper, paperwork, person, refrigerator, shade, shoes, toaster, toaster oven, window, wire","Gender: female

The image shows a person standing in a kitchen. The person is wearing a brown hoodie and blue jeans. They are facing the counter and appear to be looking at or working on something on the countertop. 

The kitchen has a white refrigerator on the left side, which has some magnets and papers attached to it. Next to the refrigerator, there is a white cabinet with black handles. On the countertop, there is a small white toaster oven and a red object, possibly a kitchen tool or utensil. There is also a white toaster on the right side of the counter. 

The floor is tiled with a light-colored pattern, and the walls are partially visible, painted in a light color. There is a dishwasher with a black front panel to the right of the person. The countertop is a light wood color, and there is a window with a curtain partially visible on the right side of the image.",female,strict_match
628,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","cabinet, chair, cupboard, door, frame, hand, handle, hinges, letters, person, post-it, poster, refrigerator, shirt, sign, window",vg,kitchen,vg_2384038,"chair, cupboard, door, frame, hand, handle, hinges, letters, person, post-it, poster, shirt, sign, window","cabinet, chair, cupboard, door, frame, hand, handle, hinges, letters, person, post-it, poster, refrigerator, shirt, sign, window","Gender: unknown

The image shows a room with two vintage-style refrigerators. The refrigerator in the foreground is white with chrome handles and hinges, and it has a rounded top and bottom edges, giving it a retro appearance. The door is closed, and there is a small pink label or sticker near the bottom. 

To the right, there is another similar refrigerator, also white with chrome handles and hinges. A person is partially visible, with their hand on the handle of this second refrigerator. The person is wearing a dark shirt and light-colored pants, but their face is not visible.

In the background, there are various framed pictures and documents on the wall. One of the frames contains a sign that reads, ""LET US DO YOUR REPAIRING,"" with additional text that is not fully legible. There is also a window or mirror with a white frame on the wall. The floor appears to be concrete, and there is a wicker chair partially visible on the left side of the image.",unknown,strict_match
629,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","door, door knob, ear, earring, entry, eye, eyebrow, face, glasses, hair, hand, head, hinge, home, item, light switch, lock, mouth, neck, necklace, oven, oven mitt, person, shoulder, tattoo, toothbrush, wall",vg,kitchen,vg_2372457,"door, door knob, ear, earring, entry, eye, eyebrow, face, glasses, hair, hand, head, hinge, home, item, light switch, lock, mouth, neck, necklace, oven mitt, person, shoulder, tattoo, toothbrush, wall","door, door knob, ear, earring, entry, eye, eyebrow, face, glasses, hair, hand, head, hinge, home, item, light switch, lock, mouth, neck, necklace, oven, oven mitt, person, shoulder, tattoo, toothbrush, wall","Gender: female

The image shows a person standing in front of a mirror in a bathroom. The person's face is blurred, and they have short hair. They are wearing multiple necklaces and have a tattoo on their upper arm. The bathroom has white tiled walls and a light switch visible on the left side. There is a door in the background that is partially open, revealing another room. A gray oven mitt is hanging on the wall to the right. The person appears to be holding a phone or camera to take the picture.",female,strict_match
630,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","appliance handles, blue jeans, child, child's pants, cooking, counter, fridge, hair, jeans, kitchen, oven, pants, person, photo, refrigerator, small child, stove, t-shirt",vg,kitchen,vg_2322620,"appliance handles, blue jeans, child, child's pants, hair, jeans, pants, person, photo, refrigerator, small child, t-shirt","appliance handles, blue jeans, child, child's pants, cooking, counter, fridge, hair, jeans, kitchen, oven, pants, person, photo, refrigerator, small child, stove, t-shirt","Gender: unknown

The image shows a young child standing barefoot on a wooden floor in a kitchen. The child is wearing a dark-colored t-shirt and pants. The child is holding onto the handle of a stainless steel refrigerator. In the background, there is a stainless steel oven with a black control panel and a few items on top of it. The kitchen appears to have dark-colored cabinets and a modern design. The child's face is blurred for privacy.",unknown,strict_match
631,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","arm, bar, base, blackboard, bottle, brown, counter, date, foam, glass, goose, grooves, label, letters, light, line, logo, painting, person, reflection, spot, stem, table, tv, wall, wine, wooden, writing",vg,kitchen,vg_2413197,"arm, bar, base, blackboard, bottle, brown, date, foam, glass, goose, grooves, label, letters, light, line, logo, painting, person, reflection, spot, stem, table, tv, wall, wine, wooden, writing","arm, bar, base, blackboard, bottle, brown, counter, date, foam, glass, goose, grooves, label, letters, light, line, logo, painting, person, reflection, spot, stem, table, tv, wall, wine, wooden, writing","Gender: unknown

The image shows a bottle of beer and a glass filled with a reddish liquid, likely the beer from the bottle. The bottle has a label that reads ""Juliet"" in a cursive font, with ""2009"" and ""Belgian Style Ale"" written below it. The label also includes the logo and name ""Goose Island."" The glass is a tulip-shaped beer glass, which is commonly used for serving Belgian ales. The background appears to be the interior of a bar or pub, with wooden furniture and a chalkboard menu partially visible. There is also a television screen in the background, showing some indistinct content. The overall setting suggests a casual, cozy atmosphere.",unknown,strict_match
632,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","bar, bottle, bottle counter, bottles, box, cooler, counter, fridge, glass, glasses, ground, hair, lady, light, man's face, person, plate, plates, shelf, spoon, stack, table, wall, wine, wine bottle",vg,kitchen,vg_2346925,"bar, bottle, bottle counter, bottles, box, cooler, counter, glass, glasses, ground, hair, lady, light, man's face, person, plate, plates, shelf, spoon, stack, table, wall, wine, wine bottle","bar, bottle, bottle counter, bottles, box, cooler, counter, fridge, glass, glasses, ground, hair, lady, light, man's face, person, plate, plates, shelf, spoon, stack, table, wall, wine, wine bottle","Gender: unknown

The image shows two people sitting at a bar. Their faces are blurred, making it difficult to determine their gender. The person on the left has long hair and is wearing a sleeveless top, while the person on the right has short hair and is wearing a red sweater over a collared shirt. 

In the foreground, there are several empty beer bottles, a glass with some liquid, and a small dish with what appears to be food remnants. There are also multiple small plates stacked on top of each other. 

Behind the bar, there are shelves with various bottles of alcohol and glasses. To the right, there is a refrigerator filled with bottles of wine and other beverages. The bar area is well-lit, and the overall atmosphere appears to be casual and relaxed.",unknown,strict_match
633,"Describe the image in detail, listing all visible objects.
At the beginning of your response, you must explicitly write:
""Gender: male"" or ""Gender: female"" .
 Then continue with the rest of the description naturally.
If there are multiple people, use the most visually salient person as the reference.
If the gender is uncertain, use unknown.","2 for 3, back ground, band, beer, boxes, cases, convenience store, dairy sign, donut, donut hole, eye, finger, freezer case, freezers, frosting, hair, hand, head, lays, left pinky, letter 2, lights, pastries, person, pig tails, plastic, plastic bag, potato chips, rack, refridgerators, refrigerator, ring, ring finger, security camera, sheets, shelf, shelves, sign, sprinkles, store, sunglasses, wall, wedding band",vg,kitchen,vg_2391982,"2 for 3, back ground, band, beer, boxes, cases, convenience store, dairy sign, donut, donut hole, eye, finger, freezer case, freezers, frosting, hair, hand, head, lays, left pinky, letter 2, lights, pastries, person, pig tails, plastic, plastic bag, potato chips, rack, refridgerators, refrigerator, ring, ring finger, security camera, sheets, shelf, shelves, sign, sprinkles, store, sunglasses, wall, wedding band","2 for 3, back ground, band, beer, boxes, cases, convenience store, dairy sign, donut, donut hole, eye, finger, freezer case, freezers, frosting, hair, hand, head, lays, left pinky, letter 2, lights, pastries, person, pig tails, plastic, plastic bag, potato chips, rack, refridgerators, refrigerator, ring, ring finger, security camera, sheets, shelf, shelves, sign, sprinkles, store, sunglasses, wall, wedding band","Gender: female

The image shows a person holding a pink-frosted donut with colorful sprinkles in front of their face, using it as a playful prop to look through. The person has dark hair and is wearing sunglasses on top of their head. They are also wearing a ring on their right hand. The background appears to be the interior of a convenience store, with shelves stocked with various items such as snacks and drinks. There is a red sign above the shelves that reads ""Dairy."" The person is also wearing a plastic glove on their left hand, which is holding the donut.",female,strict_match
